1阶矩,2阶矩,3阶矩,4阶矩,5阶矩,6阶矩,7阶矩,8阶矩,9阶矩,10阶矩
2.2542950177278187,4.659303867077601,10.364801324072074,10.52044359618139,10.124492289537994,11.427868023202517,21.55399925405106,27.961200570305937,77.32581850150066,52.58811343707345
