0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
87.04168115808581,54.42614743214888,80.05169868568275,75.94037085091333,90.49571385241522,95.02679777356309,81.86976013750878,80.48529225520826,92.80250694123413,81.57877261850254,55.78269366475118,79.34817751281611,76.4570653274759,92.1180716728148,95.75946183510374,82.9339605956034,82.31688401424337,91.86048935859382,89.18726376862924,57.01526030894356,82.32955589057512,78.92780395972247,84.92380398566334,89.37572920581309,81.812009416143,80.55032041350128,94.06344661144765,83.1908786279456,57.69417530222525,81.6956325635498,79.09997081859711,85.9361202210475,89.88416675541896,83.4243978261793,83.4827670768081,93.75175222777482
