T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15
0.6269124721208834,5.944379084967319,0.2935079615516922,0.3703040158371042,0.17056640608313076,0.7027450980392158,1.8970588235294117,2.609040179345547,1.5315178435253454,2.158841791618608,0.6618389256268636,0.5594524260246299,1.0993643756393339,2.4737254901960775,0.7060278677337142
