0,1,2,3,4,5,6,7,8,9,10,11,12
80.42616953438986,81.92517679694161,84.217464177247,85.57537938816832,84.74219162936915,82.26087369458654,78.20286022085466,73.79361987729875,69.7307862689913,65.68254044212794,61.26151867064761,56.20754286837018,50.91757861500579
