Z22,Z42,Z62,Z82,Z102,Z122,Z142,Z162
0.03835432339786673,0.17052413200700223,0.3990567295722794,0.6688697221158865,0.8918775344222348,0.9885383650451709,0.9256132823709516,0.7318185823666087
